A_1_ratio_scaled	A_2_ratio_scaled	A_3_ratio_scaled	A_4_ratio_scaled	A_5_ratio_scaled	A_6_ratio_scaled	S_1_ratio_scaled	S_2_ratio_scaled	S_3_ratio_scaled	S_4_ratio_scaled	S_5_ratio_scaled	L_1_ratio_scaled	L_2_ratio_scaled	L_3_ratio_scaled	L_4_ratio_scaled	L_5_ratio_scaled	V_1_ratio_scaled	V_2_ratio_scaled	V_3_ratio_scaled	V_4_ratio_scaled	V_5_ratio_scaled	K_1_ratio_scaled	K_2_ratio_scaled	K_3_ratio_scaled	K_4_ratio_scaled	K_5_ratio_scaled	LA_1_ratio_scaled	LA_2_ratio_scaled	LA_3_ratio_scaled	LA_4_ratio_scaled	LA_5_ratio_scaled	LB_1_ratio_scaled	LB_2_ratio_scaled	LB_3_ratio_scaled	LB_4_ratio_scaled	LB_5_ratio_scaled	mean_log_A_ratio	mean_log_S_ratio	mean_log_L_ratio	mean_log_V_ratio	mean_log_K_ratio	mean_log_LA_ratio	mean_log_LB_ratio	A_rank_value	S_rank_value	L_rank_value	V_rank_value	K_rank_value	LA_rank_value	LB_rank_value	group	group2	A	S	L	V	A_DESeq2_Active	V_DESeq2_Active	L_DESeq2_Active	S_DESeq2_Active	K_DESeq2_Active	LA_DESeq2_Active	LB_DESeq2_Active
MYOT:::CCT	-1.20143763619859	-2.53162924126191	-1.89387639030017	-2.52989000655372	-2.11184885068483	-1.6915414944809	-0.134027528532845	0.435274203313807	-0.823459698349137	-1.72739010004727	-0.74519258859867	-2.14899311865203	-2.0856388374364	-1.93715107258369	-2.06183209796016	-1.95319179361963	-1.99202930459885	-3.37299213629978	-2.2708308663344	-2.19774289009617	-2.97418037322358	-8.20402460267344	-2.02834118357719	-8.28230379220855	-1.28896821930684	-8.26824626000227	-1.55931706170214	-2.48436391851301	-2.36978805268123	-0.428597332928823	-2.85386854865678	-2.22550149846848	-2.76787381836647	0.151017970402805	-0.577909383662328	-1.78277138319875	-1.99337060324669	-0.598959142442824	-2.03736138405038	-2.56155511411056	-5.61437681155366	-1.9391869828964	-1.44060762265864	1247	738	1337	1471	1552	1269	1001	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0	0	0	0
MYOZ1:::AAG	0.107836513572034	0.224350278450053	0.0576238456981904	0.0852145709272033	0.272375965951988	0.0484459727042958	1.3026022153659	1.55256494218548	1.37449962427997	1.7189589069187	1.6151922611438	-0.747822248133094	-0.77909670062022	-0.706752632389774	-0.682221906224915	-0.641247965011115	0.134449451943824	0.164845219970437	-0.282763081312801	0.196748322295555	0.389078559104756	-0.64266491656896	-1.28554211353834	-0.793069300567549	-0.482931085586412	-0.818010018115489	-0.766612527627798	-0.68821895357057	-0.544892454007507	-1.15637293537644	-1.32144371401519	-1.66916137011835	-1.48699631330355	-0.293900861422523	-0.481254763650739	-0.750456220615271	0.132641191217294	1.51276358997877	-0.711428290475824	0.120471694400354	-0.80444348687535	-0.895508116919501	-0.936353905822086	509	294	853	565	689	874	802	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1	0	0	0
MYOZ1:::CCT	-0.442565516416303	-0.512845466648989	-0.72375055397355	-0.788574466891426	-0.678737879083599	-0.458089496400016	0.748181296094006	1.15028438847771	1.08948630467838	0.778576325678302	0.986849674541013	-1.52338331283609	-1.58181748067316	-1.67795917331181	-1.64659544017038	-1.50605483356302	-0.2828893434149	0.164923622191268	-0.376657012486585	-0.323873145888065	-0.642281675759408	-2.54848025277261	-2.26373905385827	-1.3074430068306	-0.495043590257473	-1.55932112258235	-1.76334514168928	-1.88312626377609	-1.85962678224087	-2.16923467341057	-1.65021214359177	-1.13100306064996	-1.90232270766766	-1.36585291316014	-1.59187495645041	-1.39964839099645	-0.600760563235647	0.950675597893882	-1.58716204811089	-0.292155511071538	-1.63480540526026	-1.86510900094171	-1.47814040578492	685	413	1165	652	1014	1240	1016	promoter_candidate	0_0_1_0	0	1	0	0	1	1	0	1	0	0	0
MYOZ2:::AAG	0.663883405004161	0.769313790221933	0.817235249813741	0.790329774159984	0.388432901250339	0.75187192144403	-0.697444609537536	-0.170076359673718	-0.387035642644991	-0.279712447939089	0.0762038316621042	-1.74931672875932	-1.94856379495416	-1.91003664963648	-1.80025327238617	-1.5561886724429	1.04379081768615	0.793414619229568	0.252578697675445	0.951838313329923	0.498563002319232	-1.42610921629602	-0.454407725515272	-2.00803501952713	-2.23162149641398	-1.79487961955132	-2.05904031044182	-4.86988838353691	-1.34435114844076	-1.28949150942129	-1.55013173895961	-2.41390770594642	-0.949843295045524	-3.36020939368455	-0.943820190213543	-2.49844209607002	0.696844506982365	-0.291613045626646	-1.79287182363581	0.708037090048063	-1.58301061546075	-2.22258061816008	-2.03324453619201	368	671	1244	437	990	1393	1239	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	1	0	0	0
MYOZ2:::CCT	0.143804247311486	0.472685007391617	0.458445882081397	0.331988661894564	0.755585941778999	0.651983596229011	-1.3545690821385	-0.896051688200861	-0.295758717581291	-0.00192855450486891	-1.13974275626551	-2.76582831450872	-3.0066819952055	-2.66194811554381	-2.64736454827078	-2.86271545409542	0.695894191568605	0.87190474129184	-0.00243187729976252	0.444534992969722	0.576558666538466	-2.03323569852905	-6.98620034112007	-8.26692773256167	-1.48924295453579	-8.25287020035539	-2.58727807518565	-2.83496678166986	-3.28111534185694	-1.49460193302402	-4.1073097444181	-2.2101254388216	-2.02842581548558	-0.828119741652408	-4.11098821577246	-0.895751294133672	0.469082222781179	-0.737610159738207	-2.78890768552485	0.517292143013774	-5.40569538542039	-2.86105437523091	-2.01468210117314	417	769	1513	478	1549	1520	1232	promoter_candidate	0_1_0_0	0	0	0	1	1	1	0	0	0	0	0
MYPN_tv1:::AAG	-2.27817141145214	-2.55866665081717	-2.70542587407179	-1.96103821880018	-2.59682380942691	-2.02850255744182	-1.69837093551215	-2.30143364461377	0.0304248812198621	-1.93335011884529	-2.08507392826799	-2.10446963627781	-2.12159373309735	-1.96514079411595	-2.06029354770441	-1.88376511508255	-2.39435928603641	-1.93110345098701	-3.10765376490871	-1.51609900641167	-2.74898180714076	-8.82407559364625	-0.148957338214333	-1.7270587540045	-4.05175780145746	-1.58769561995082	-2.81512583438979	-2.84613650416247	-1.81965924980362	-1.40512562446679	-1.79866791141086	-7.00351112446747	-5.11720468998453	-3.63093693679263	-2.4208689454394	-2.99440145372507	-2.354771420335	-1.59756074920386	-2.02705256525562	-2.33963946309691	-3.26790902145467	-2.1369430248467	-4.23338463008182	1405	1046	1330	1402	1435	1360	1536	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0	0	0	0
MYPN_tv1:::CCT	-2.64410642829799	-2.21207846034601	-2.66190472735057	-2.39060304401496	-1.9590155707849	-4.19668074466447	-2.02245491067029	-4.0098184040523	-1.72031518141279	-1.0512174898462	-3.25962663360848	-2.76789922741113	-2.69553961249948	-2.83502220744811	-2.87619458710546	-2.79974744314028	-1.35650510883782	-2.23318234852196	-2.59239467176922	-2.38762480626542	-1.56664216069686	-5.30060553950813	-8.65698712785861	-5.91637892402031	-0.849469154363668	-3.36612142767932	-2.84964739743036	-2.17893612615394	-2.67218054033348	-5.30039846301091	-2.1560950285594	-4.59725296591483	-1.68550746511937	-4.45722169330372	-3.77472975994948	-6.27460403053394	-2.67739816257648	-2.41268652391801	-2.79488061552089	-2.02726981921826	-4.81791243468601	-3.03145151109762	-4.15786318296427	1499	1368	1515	1250	1526	1540	1533	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0	0	0	0
MYPN_tv2:::AAG	-1.84246963435427	-1.7978407697965	-2.60746236322571	-1.81242977363472	-1.25590823343784	-1.39476807467154	-0.35053974145571	-0.651341842779959	-0.845829591846763	-0.294218816830574	0.616094544565691	-1.94360038847872	-1.79059995733395	-1.77970682645935	-1.71478166919307	-1.709174433212	-1.55754852640894	-1.42675928700298	-1.09831494596184	-1.5739728735576	-2.0745389978786	-2.48073410606164	-1.53878524234795	-2.37252858158337	-2.02238307040786	-0.888729592547623	-2.02619360556121	-4.38321723687994	-1.99375555708151	-2.29930959122354	-2.36213769026755	-3.18064303962775	-3.89870268346952	-1.66279114001673	-2.67985752128251	-3.24497611627897	-1.78514647485343	-0.305167089669463	-1.78757265493542	-1.54622692616199	-1.86063211858969	-2.61292273620275	-2.9333941001351	1155	675	1241	1025	1102	1488	1462	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0	0	0	0
MYPN_tv2:::CCT	-1.7643225169355	-2.29681844203118	-2.36643548573532	-2.45725241686114	-1.96930767508448	-1.91526448098676	-0.519403962900852	-0.387279300726036	-0.820116477088711	-0.128517886102532	-0.528994064145504	-2.70011896506517	-2.42668833251323	-2.71451236184495	-2.54063925783381	-2.53359574449883	-1.65446342991136	-1.1401232166533	-1.53195516358881	-1.56280467115494	-0.716026780469682	-4.06066683259671	-2.32324236691714	-1.57048889292563	-1.26774531353959	-1.78236124414865	-3.842454381976	-3.71581928005685	-2.58485096703836	-2.08083647397371	-2.79051366284182	-1.79943456717857	-1.55387128585731	-3.96248453047272	-2.30881089552621	-2.55812630757012	-2.12823350293906	-0.476862338192727	-2.5831109323512	-1.32107465235562	-2.20090093002554	-3.00289495317735	-2.43654551732098	1308	707	1484	933	1234	1538	1372	promoter_candidate	0_0_1_0	0	1	0	0	0	0	0	0	0	0	0
NAMPT:::AAG	1.9488195068996	1.89832003045927	1.78505144963693	1.77835314721698	1.85578806417222	2.24162976266649	2.11661545989021	2.88823755119489	2.229901313637	2.89445457879074	2.30251807925973	1.4175786910208	1.49302306584781	1.49275574928673	1.54502983853967	1.54040761686314	2.37203251234439	2.66458404421919	2.20079080518206	2.23358579410407	2.55984098284299	2.44120313089828	2.44943803840818	1.01388895985359	1.44673115675062	1.96688790342496	1.26747429955071	1.57870550550275	1.43231330933979	1.85505986413232	2.16214044229715	1.68370367188296	1.56766170424332	2.37443975298897	2.46042357158829	2.10878287421581	1.91799366017525	2.48634539655451	1.49775899231163	2.40616682773854	1.86362983786713	1.65913868416454	2.03900231498387	129	137	185	141	51	102	49	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
NAMPT:::CCT	1.23497185722993	1.93602118205402	1.28684001722526	1.21183207963323	1.38131741134353	1.42231645778383	1.70834615035384	1.14019792574264	1.20983028075215	1.81245609073241	1.70061881975691	0.993241379060628	0.864985304612327	0.837047777744499	0.897914665016755	0.898991127580738	1.39447725487934	1.62821166499659	1.53617399265023	1.56326792159912	2.09707031613053	2.2141557083258	0.706195588246151	0.576639575250689	1.46078335276965	1.57056992412225	1.39022783352104	0.709273123197839	1.56867753759311	1.06473544270642	1.22275241469677	1.79785535832737	1.3219126200279	1.30481492608584	0.795489879084672	0.770789740887295	1.4122165008783	1.51428985346759	0.898436050802989	1.64384023005116	1.30566882974291	1.19113327034304	1.19817250488261	211	292	348	241	121	196	197	promoter_candidate	0_0_0_1	0	0	1	0	1	1	1	1	1	1	1
NC_III_randomDNA100:::AAG	-1.80111727174963	-2.03171141143832	-2.05890704865376	-2.18983292265291	-2.41758151675947	-2.54206811897074	-1.79212873222075	-1.92933449882509	-2.08869086196297	-2.15597911456324	-2.36747447563685	-2.24786653443916	-2.06066002426801	-2.18156257048772	-2.10039954780894	-1.97566050829348	-1.82822754958344	-2.11871481121868	-2.16168579006531	-2.12385162384897	-1.54727339407394	-1.03405960377253	-1.5806004757835	-1.71700155844043	-2.04232967916962	-2.50064279070687	-2.50144492350476	-2.48862484733898	-2.50565259480813	-2.0069331878835	-2.59411079736511	-1.05580579265397	-2.95820858868563	-2.43275447607007	-1.58977118970453	-1.64558941717842	-2.17353638170414	-2.06672153664178	-2.11322983705946	-1.95595063375807	-1.77492682157459	-2.4193532701801	-1.93642589285852	1329	1231	1361	1219	1061	1457	1206	NC_III	0_0_0_0	0	0	0	0	0	0	0	0	0	0	0
NC_III_randomDNA100:::CCT	-2.54282398931755	-2.40919632060632	-2.33074636037126	-2.67010951096928	-2.66408848166349	-3.14566104756228	-2.52620793921991	-2.37330879444821	-2.51678842960578	-1.79972830419431	-2.163687047763	-3.0732968152225	-2.93370826626405	-2.94245659908634	-3.05524800648257	-3.06845008244082	-2.67223525303544	-2.37561667907307	-2.35260345421392	-2.00783322959253	-2.52137557157636	-2.12925899100251	-2.73964766352841	-2.49873002870264	-1.55609849833549	-2.52051940772058	-2.58670982292261	-2.0818970979881	-2.60882510234913	-2.49965988495334	-2.70120768429325	-2.17166221896712	-2.60374444603133	-1.27799319631264	-1.97183589272233	-3.76214183857229	-2.6271042850817	-2.27594410304624	-3.01463195389926	-2.38593283749826	-2.28885091785792	-2.49565991850128	-2.35747551852114	1482	1313	1539	1411	1260	1471	1345	NC_III	0_0_0_0	0	0	0	0	0	0	0	0	0	0	0
NC_III_randomDNA101:::AAG	-1.61868390419498	-2.15076968751177	-1.38854527713338	-1.21199045330325	-1.46032169682044	-1.56710359580189	-2.30365398727525	-1.79153367007686	-1.54970900113055	-1.70208448669269	-2.10130401564242	-1.25844762357324	-1.24243977751697	-1.19143603854591	-1.12638467472123	-1.05055735349923	-1.76297400243826	-1.46190562715886	-1.74358942050801	-1.35730928151553	-1.7047903721749	-1.10694635865967	-0.986871582917372	-1.05523672103563	-1.59267604098039	-0.298809929814964	-1.97808017641007	-1.81661768180285	-1.66591483214806	-1.43206516576721	-1.91715851160292	-3.14529179369011	-2.95351165003006	-2.21759979503584	-1.21699517716367	-1.41766010035632	-1.56623576912762	-1.88965703216355	-1.17385309357132	-1.60611374075911	-1.00810812668161	-1.76196727354622	-2.1902117032552	1049	1171	1023	1045	761	1205	1299	NC_III	0_0_0_0	0	0	0	0	0	0	0	0	0	0	0
NC_III_randomDNA101:::CCT	-2.29079643512803	-1.99693855186214	-2.76398482446277	-1.79115030967577	-2.45820526302907	-2.22453161126771	-1.78624894833707	-2.64360886445659	-1.65432474637791	-0.826549121699582	-1.77342335641524	-2.17987911372591	-2.26337357322678	-2.24002742506893	-2.19586265091506	-2.16247025603367	-2.10624914832461	-1.82426147138688	-1.44719330899256	-2.1327735436462	-2.01467294135449	-1.29919792499242	-1.40630835270641	-1.32225270327177	-2.60063785036388	-1.61257356037011	-1.87256182648623	-1.07643761290702	-2.28708873211208	-1.90264951747428	-2.1560312252601	-1.67402657578799	-1.6525807872494	-1.34320145053012	-1.99670904650413	-3.2665565932358	-2.25426783257091	-1.73683100745728	-2.20832260379407	-1.90503008274095	-1.64819407834092	-1.85895378284794	-1.98661489066149	1364	1102	1388	1198	1019	1238	1222	NC_III	0_0_0_0	0	0	0	0	0	0	0	0	0	0	0
NC_III_randomDNA102:::AAG	-0.916657066511394	-1.72193993074172	-1.64944986698549	-1.90028932251968	-1.52345974965981	-1.54050287510215	-2.14452100613478	-1.55993507405849	-2.33613186510975	-0.963802139750883	-1.79438891531479	-0.62160945153335	-0.972619445373706	-1.0606347374088	-0.983394095747924	-1.1318431192666	-1.63674995827941	-1.49312492138123	-1.56833520573098	-1.93870927556024	-1.27138263502945	-1.28393652272888	-1.75393297059399	-2.47323587909667	-2.61080280075171	-2.94200244079309	-1.43141480640251	-0.326814474485415	0.667225896467836	-1.28131139264125	-1.14164373985287	-1.26547570276797	-0.70795095036432	-0.401201025930584	-2.10461616002811	-1.64989695103095	-1.54204980192004	-1.75975580007374	-0.954020169866076	-1.58166039919626	-2.21278212279287	-0.702791703382842	-1.22582815802439	1037	1111	941	1037	1239	800	917	NC_III	0_0_0_0	0	0	0	0	0	0	0	0	0	0	0
NC_III_randomDNA102:::CCT	-1.66852194467727	-1.89917378772	-2.37192474586103	-2.14612196919211	-1.82555234047703	-1.8056652164615	-2.36009551183085	-1.59499397904546	-1.83287419579749	-0.966253896039475	-2.69408124159545	-0.941942956859556	-1.07978021960134	-1.37692922731943	-1.43648283149241	-1.38200945450949	-2.04476010696496	-1.93906534111699	-1.80671315315234	-2.35511948488925	-1.94296877474341	-2.45008734598558	-1.65563147249649	-1.50856359007546	-3.24460836696134	-1.59842474478239	-1.60098290286265	-1.96703889185075	-1.54646578542156	-1.71544668239746	-2.06404441012526	-2.36321084453711	-1.27525672376998	-1.08283676512555	-1.22196259720349	-1.06395193028523	-1.95282666739816	-1.88965976486174	-1.24342893795645	-2.01772537217339	-2.09146310406025	-1.77879573453154	-1.40144377218427	1229	1172	1057	1242	1199	1209	986	NC_III	0_0_0_0	0	0	0	0	0	0	0	0	0	0	0
NC_III_randomDNA103:::AAG	-1.42313649719066	-2.14933614888537	-1.46879796783443	-1.66253841305313	-1.66154837575505	-1.24648921287364	-0.785310033110813	-1.4965331523869	-1.35731087717248	-1.36083885790732	-1.72688465441204	-1.27519806794658	-1.37140968529789	-1.24020408974331	-1.20511279565426	-1.16474966939226	-2.31715802277774	-2.16916811347852	-0.999832876826885	-1.12651829951347	-1.50512337017136	-2.2021357703595	-0.375498751683966	-1.29718229917502	-2.42172502182552	-0.973189423486005	-0.907659793677936	-1.32617390486171	-1.27818660864958	-1.10127250766104	-1.6262430421977	-2.64634401204999	-2.68651346002324	-1.20614443845552	-2.11430361904639	-0.729798257997406	-1.60197443593205	-1.34537551499791	-1.25133486160686	-1.62356013655359	-1.453946253306	-1.24790717140959	-1.87662075751451	1063	955	1063	1054	947	1014	1178	NC_III	0_0_0_0	0	0	0	0	0	0	0	0	0	0	0
NC_III_randomDNA103:::CCT	-2.31999191203068	-2.17959172027209	-1.66681574741562	-1.94503441947931	-2.14568309279654	-2.2564447828009	-2.61947822071463	-1.9193208276454	-1.13927526749625	-1.77515268050524	-1.0901115197499	-1.98755626499714	-2.20478244478592	-2.14149630332625	-2.10681550575355	-2.09978936778913	-2.16117792289716	-1.68242848701204	-2.4004594421388	-2.45640761559848	-2.02766874110648	-1.74937237767515	-2.92086651583852	-0.218997997511251	-0.99836415379716	-3.13573373242838	-1.61091196763138	-1.43930164514791	-1.75350082195617	-2.20000982010576	-1.94224556085846	-0.749454230590315	-1.97452555931316	-1.25766925924072	-1.03206992276851	-1.7060998350036	-2.08559361246586	-1.70866770322229	-2.1080879773304	-2.14562844175059	-1.80466695545009	-1.78919396313994	-1.34396376138326	1293	1092	1360	1316	1074	1216	965	NC_III	0_0_0_0	0	0	0	0	0	0	0	0	0	0	0
NC_III_randomDNA104:::AAG	-1.55098255433895	-2.05104074966572	-2.24059335269803	-1.39328085335698	-2.43729719904812	-1.70946709264037	-1.43243099761298	-1.66097344654141	-1.35776555778029	-1.66204686512662	-1.39075816905131	-1.41762059652581	-1.44189566816394	-1.24698825826143	-1.31577334856483	-1.13859827896558	-1.75841785326815	-1.13109368060919	-1.96138700474748	-1.83614837433127	-1.36683515870711	-1.89246509325279	-0.859880696912497	-0.639273296957675	-1.96366032569643	-1.88077470262989	-0.948493678474371	-2.21835973099564	-1.3746332904261	-2.38932432623933	-1.49435273945858	-2.00606922857483	-0.908226974459821	-2.28047166471931	-0.661003010829966	-1.45058788129929	-1.89711030029136	-1.50079500722252	-1.31217523009632	-1.61077641433264	-1.44721082308986	-1.68503275311881	-1.46127175197664	1193	1012	1082	1046	944	1176	1012	NC_III	0_0_0_0	0	0	0	0	0	0	0	0	0	0	0
NC_III_randomDNA104:::CCT	-1.54919853398389	-1.98518369973718	-2.23513468394069	-1.99998151473374	-2.54135248084861	-1.7147774726411	-2.50068839381407	-1.21361006571676	-0.810025039589854	-1.404252185798	-0.950975894417141	-2.12290654624686	-2.03888671207027	-1.99391184710958	-2.09685528117823	-1.92733409291408	-1.6622940877954	-2.01195604068883	-2.00567692270035	-1.53111805345483	-2.06810462576879	-2.22633227834593	-2.51814044102289	-2.50373002399108	-1.72950888004263	-1.95738103190129	-2.27074726820555	-1.72149589577561	-1.27513194934669	-3.0204896779965	-1.90795267018976	-2.13077682454098	-1.8407980621425	-1.62537184992871	-1.53136412098309	-1.67016835115281	-2.00427139764754	-1.37591031586716	-2.0359788959038	-1.85582994608164	-2.18701853106076	-2.03916349230282	-1.75969584174962	1253	971	1336	1167	1227	1320	1128	NC_III	0_0_0_0	0	0	0	0	0	0	0	0	0	0	0
NC_III_randomDNA105:::AAG	-2.09501129067821	-2.66092694143645	-2.56771767284455	-2.75399267424536	-1.19884774764537	-1.77930004138987	-2.56427722863072	-2.26825712171775	-3.26337440070942	-2.59961526496156	-2.7737425825475	-1.93374206691111	-1.85623013089445	-1.81493244564772	-1.80834786586973	-1.81040399888815	-2.29949525314503	-2.0089019123289	-1.63406437717816	-2.63077467689263	-2.00444783502975	-1.46388475552706	-2.74492327797262	-2.08251342852207	-3.86810442808498	-1.36556037266525	-1.94447348812888	-1.50739217842495	-2.4260072110684	-1.84194485941676	-1.88979881276322	-2.15487696272621	-1.692999116492	-2.19121284692164	-1.86506045406361	-0.776310397281203	-2.1759660613733	-2.69385331971339	-1.84473130164223	-2.1155368109149	-2.30499725255439	-1.92192330996044	-1.73609195549693	1331	1439	1266	1301	1266	1259	1118	NC_III	0_0_0_0	0	0	0	0	0	0	0	0	0	0	0
